Ripetute,Stile,Vasche,Distanza,Tempo,Tempo cumulato,Passo medio,Passo migliore,Swolf medio,FC Media,FC max,Totale bracciate,Bracciate medie,Calorie,activity_id
,Riposo,0,0,1:22.7,36:51:17,0,0,0,113,129,0,0,7,activity_23302772273
15,Misto,4,100,2:02.2,36:53:19,2:02,1:53,42,132,144,45,11,18,activity_23302772273
15.1,Rana,1,25,0:31.6,0:31.6,2:06,2:06,43,116,133,11,--,--,activity_23302772273
15.2,Stile libero,1,25,0:29.3,1:00.9,1:57,1:57,41,134,137,12,--,--,activity_23302772273
15.3,Stile libero,1,25,0:33,1:33.9,2:12,2:12,44,140,144,11,--,--,activity_23302772273
15.4,Stile libero,1,25,0:28.3,2:02.2,1:53,1:53,39,138,140,11,--,--,activity_23302772273
,Riposo,0,0,0:17.5,36:53:37,0,0,0,132,135,0,0,3,activity_23302772273
16,Stile libero,4,100,2:01.6,36:55:38,2:02,1:58,42,138,144,47,12,21,activity_23302772273
16.1,Stile libero,1,25,0:31.9,0:31.9,2:08,2:08,44,130,135,12,--,--,activity_23302772273
16.2,Stile libero,1,25,0:29.6,1:01.5,1:58,1:58,42,138,142,12,--,--,activity_23302772273
16.3,Stile libero,1,25,0:30.6,1:32.1,2:03,2:03,43,140,142,12,--,--,activity_23302772273
16.4,Stile libero,1,25,0:29.5,2:01.6,1:58,1:58,40,142,144,11,--,--,activity_23302772273
,Riposo,0,0,0:22.7,36:56:01,0,0,0,138,143,0,0,4,activity_23302772273
17,Stile libero,4,100,1:55.9,36:57:57,1:56,1:46,40,136,146,44,11,19,activity_23302772273
17.1,Stile libero,1,25,0:30.9,0:30.9,2:03,2:03,42,128,131,11,--,--,activity_23302772273
17.2,Stile libero,1,25,0:28.7,0:59.6,1:55,1:55,40,131,141,11,--,--,activity_23302772273
17.3,Stile libero,1,25,0:29.8,1:29.3,1:59,1:59,41,142,145,11,--,--,activity_23302772273
17.4,Stile libero,1,25,0:26.6,1:55.9,1:46,1:46,38,144,146,11,--,--,activity_23302772273
,Riposo,0,0,0:23.4,36:58:20,0,0,0,140,144,0,0,4,activity_23302772273
18,Stile libero,4,100,1:53.6,37:00:14,1:54,1:43,39,139,148,44,11,19,activity_23302772273
18.1,Stile libero,1,25,0:31.5,0:31.5,2:06,2:06,43,131,135,11,--,--,activity_23302772273
18.2,Stile libero,1,25,0:28.2,0:59.7,1:53,1:53,39,138,144,11,--,--,activity_23302772273
18.3,Stile libero,1,25,0:28.3,1:27.9,1:53,1:53,39,145,148,11,--,--,activity_23302772273
18.4,Stile libero,1,25,0:25.6,1:53.6,1:43,1:43,37,141,146,11,--,--,activity_23302772273
,Riposo,0,0,0:21.9,37:00:36,0,0,0,145,150,0,0,4,activity_23302772273
19,Stile libero,4,100,1:51.8,37:02:27,1:52,1:45,40,147,153,49,12,22,activity_23302772273
19.1,Stile libero,1,25,0:29.6,0:29.6,1:58,1:58,42,140,146,12,--,--,activity_23302772273
19.2,Stile libero,1,25,0:26.2,0:55.7,1:45,1:45,38,148,153,12,--,--,activity_23302772273
19.3,Stile libero,1,25,0:28.6,1:24.4,1:55,1:55,42,148,151,13,--,--,activity_23302772273
19.4,Stile libero,1,25,0:27.4,1:51.8,1:50,1:50,39,150,152,12,--,--,activity_23302772273
,Riposo,0,0,0:28.0,37:02:55,0,0,0,146,152,0,0,6,activity_23302772273
20,Stile libero,4,100,1:54.4,37:04:50,1:54,1:53,41,147,157,50,13,22,activity_23302772273
20.1,Stile libero,1,25,0:28.2,0:28.2,1:53,1:53,40,139,143,12,--,--,activity_23302772273
20.2,Stile libero,1,25,0:29.2,0:57.4,1:57,1:57,42,148,151,13,--,--,activity_23302772273
20.3,Stile libero,1,25,0:28.8,1:26.1,1:55,1:55,41,147,153,12,--,--,activity_23302772273
20.4,Stile libero,1,25,0:28.3,1:54.4,1:53,1:53,41,154,156,13,--,--,activity_23302772273
,Riposo,0,0,0:53.4,37:05:43,0,0,0,138,157,0,0,9,activity_23302772273
21,Stile libero,3,75,1:26.5,37:07:10,1:55,1:52,41,142,149,35,12,15,activity_23302772273
21.1,Stile libero,1,25,0:29.6,0:29.6,1:58,1:58,40,132,146,10,--,--,activity_23302772273
21.2,Stile libero,1,25,0:28.1,0:57.7,1:52,1:52,41,146,148,13,--,--,activity_23302772273
21.3,Stile libero,1,25,0:28.9,1:26.5,1:55,1:55,41,145,148,12,--,--,activity_23302772273
,Riposo,0,0,0:21.1,37:07:31,0,0,0,137,149,0,0,6,activity_23302772273
22,Dorso,2,50,1:17.0,37:08:48,2:34,2:23,54,131,138,31,16,9,activity_23302772273
22.1,Dorso,1,25,0:41.1,0:41.1,2:44,2:44,59,128,134,18,--,--,activity_23302772273
22.2,Dorso,1,25,0:35.9,1:17.0,2:23,2:23,49,132,138,13,--,--,activity_23302772273
,Riposo,0,0,0:10.7,37:08:59,0,0,0,137,139,0,0,2,activity_23302772273
23,Dorso,3,75,1:46.1,37:10:45,2:21,2:12,50,143,154,45,15,20,activity_23302772273
23.1,Dorso,1,25,0:32.9,0:32.9,2:12,2:12,47,140,143,14,--,--,activity_23302772273
23.2,Dorso,1,25,0:37.2,1:10.1,2:29,2:29,53,138,142,16,--,--,activity_23302772273
23.3,Dorso,1,25,0:35.9,1:46.1,2:24,2:24,51,148,154,15,--,--,activity_23302772273
,Riposo,0,0,0:30.1,37:11:15,0,0,0,128,137,0,0,3,activity_23302772273
24,Rana,2,50,1:12.4,37:12:27,2:25,2:16,54,139,147,36,18,10,activity_23302772273
24.1,Rana,1,25,0:33.9,0:33.9,2:16,2:16,51,129,139,17,--,--,activity_23302772273
24.2,Rana,1,25,0:38.5,1:12.4,2:34,2:34,58,141,147,19,--,--,activity_23302772273
,Riposo,0,0,0:18,37:12:45,0,0,0,136,141,0,0,3,activity_23302772273
25,Stile libero,2,50,1:06.9,37:13:52,2:14,2:07,45,126,142,23,12,7,activity_23302772273
25.1,Stile libero,1,25,0:31.8,0:31.8,2:07,2:07,44,134,142,12,--,--,activity_23302772273
25.2,Stile libero,1,25,0:35.1,1:06.9,2:20,2:20,46,124,127,11,--,--,activity_23302772273
,Riposo,0,0,0:21.8,37:14:14,0,0,0,120,126,0,0,1,activity_23302772273
26,Stile libero,1,25,0:24.6,37:14:38,1:38,1:38,35,124,128,10,10,3,activity_23302772273
26.1,Stile libero,1,25,0:24.6,0:24.6,1:38,1:38,35,126,128,10,--,--,activity_23302772273
,Riposo,0,0,0:18,37:14:56,0,0,0,116,118,0,0,1,activity_23302772273
27,Misto,3,75,1:33.3,37:16:30,2:04,1:56,41,124,132,29,10,9,activity_23302772273
27.1,Stile libero,1,25,0:29.6,0:29.6,1:58,1:58,39,117,119,9,--,--,activity_23302772273
27.2,Stile libero,1,25,0:34.8,1:04.4,2:19,2:19,46,122,126,11,--,--,activity_23302772273
27.3,Rana,1,25,0:28.9,1:33.3,1:56,1:56,38,126,131,9,--,--,activity_23302772273
,Riposo,0,0,0:36.6,37:17:06,0,0,0,115,122,0,0,2,activity_23302772273
28,Rana,1,25,0:29.4,37:17:36,1:58,1:58,42,121,126,13,13,2,activity_23302772273
28.1,Rana,1,25,0:29.4,0:29.4,1:58,1:58,42,115,124,13,--,--,activity_23302772273
,Riposo,0,0,0:13.8,37:17:49,0,0,0,115,120,0,0,1,activity_23302772273
29,Stile libero,1,25,0:36.9,37:18:26,2:27,2:27,49,118,122,12,12,2,activity_23302772273
29.1,Stile libero,1,25,0:36.9,0:36.9,2:27,2:27,49,118,122,12,--,--,activity_23302772273
,Riposo,0,0,0:14.4,37:18:41,0,0,0,114,118,0,0,1,activity_23302772273
30,Stile libero,2,50,0:54.1,37:19:35,1:48,1:40,37,123,126,20,10,5,activity_23302772273
30.1,Stile libero,1,25,0:24.9,0:24.9,1:40,1:40,33,118,122,8,--,--,activity_23302772273
30.2,Stile libero,1,25,0:29.2,0:54.1,1:57,1:57,41,124,126,12,--,--,activity_23302772273
,Riposo,0,0,0:10.5,37:19:45,0,0,0,123,126,0,0,1,activity_23302772273
Riepilogo,--,75,"1,875",55:13,55:13,2:07,0:55,44,130,169,915,12,490,activity_23302772273
,Riposo,0,0,0:17.7,0:17.7,0,0,0,80,83,0,0,1,activity_23327783116
1,Misto,14,350,7:45.0,8:02.7,2:13,1:39,45,122,136,160,11,70,activity_23327783116
1.1,Rana,1,25,0:24.8,0:24.8,1:39,1:39,35,85,103,10,--,--,activity_23327783116
1.2,Stile libero,1,25,0:36.3,1:01.1,2:25,2:25,49,111,114,13,--,--,activity_23327783116
1.3,Stile libero,1,25,0:32.2,1:33.2,2:09,2:09,42,105,112,10,--,--,activity_23327783116
1.4,Stile libero,1,25,0:29.8,2:03.1,1:59,1:59,40,102,114,10,--,--,activity_23327783116
1.5,Stile libero,1,25,0:31.9,2:35.0,2:08,2:08,43,119,126,11,--,--,activity_23327783116
1.6,Stile libero,1,25,0:33.6,3:08.6,2:14,2:14,45,121,125,11,--,--,activity_23327783116
1.7,Rana,1,25,1:01.7,4:10.2,4:07,4:07,82,124,127,20,--,--,activity_23327783116
1.8,Stile libero,1,25,0:27.8,4:38.0,1:51,1:51,38,129,133,10,--,--,activity_23327783116
1.9,Stile libero,1,25,0:32.3,5:10.2,2:09,2:09,43,130,131,11,--,--,activity_23327783116
1.10,Stile libero,1,25,0:32.2,5:42.4,2:09,2:09,44,129,134,12,--,--,activity_23327783116
1.11,Stile libero,1,25,0:30.3,6:12.7,2:01,2:01,40,132,134,10,--,--,activity_23327783116
1.12,Stile libero,1,25,0:32.3,6:45.1,2:09,2:09,43,131,135,11,--,--,activity_23327783116
1.13,Stile libero,1,25,0:31.2,7:16.2,2:05,2:05,43,131,136,12,--,--,activity_23327783116
1.14,Stile libero,1,25,0:28.8,7:45.0,1:55,1:55,38,127,130,9,--,--,activity_23327783116
,Riposo,0,0,0:20.3,8:23.0,0,0,0,117,120,0,0,2,activity_23327783116
2,Stile libero,3,75,1:47.2,10:10,2:23,1:54,47,124,129,33,11,15,activity_23327783116
2.1,Stile libero,1,25,0:28.6,0:28.6,1:54,1:54,38,120,124,9,--,--,activity_23327783116
2.2,Stile libero,1,25,0:30.9,0:59.4,2:03,2:03,42,123,125,11,--,--,activity_23327783116
2.3,Stile libero,1,25,0:47.8,1:47.2,3:11,3:11,61,127,129,13,--,--,activity_23327783116
,Riposo,0,0,0:22.1,10:32,0,0,0,102,112,0,0,3,activity_23327783116
3,Rana,3,75,1:39.6,12:12,2:13,2:12,49,124,133,48,16,13,activity_23327783116
3.1,Rana,1,25,0:32.9,0:32.9,2:12,2:12,48,106,119,15,--,--,activity_23327783116
3.2,Rana,1,25,0:33.5,1:06.4,2:14,2:14,50,124,133,16,--,--,activity_23327783116
3.3,Rana,1,25,0:33.2,1:39.6,2:13,2:13,50,129,132,17,--,--,activity_23327783116
,Riposo,0,0,0:20.9,12:33,0,0,0,124,128,0,0,3,activity_23327783116
4,Rana,1,25,0:30.8,13:04,2:03,2:03,44,133,137,13,13,6,activity_23327783116
4.1,Rana,1,25,0:30.8,0:30.8,2:03,2:03,44,129,136,13,--,--,activity_23327783116
,Riposo,0,0,0:18.7,13:22,0,0,0,125,127,0,0,2,activity_23327783116
5,Rana,1,25,0:28.6,13:51,1:54,1:54,40,125,128,11,11,5,activity_23327783116
5.1,Rana,1,25,0:28.6,0:28.6,1:54,1:54,40,125,128,11,--,--,activity_23327783116
,Riposo,0,0,0:16.8,14:08,0,0,0,134,138,0,0,2,activity_23327783116
6,Dorso,1,25,0:21.5,14:29,1:26,1:26,29,140,143,7,7,6,activity_23327783116
6.1,Dorso,1,25,0:21.5,0:21.5,1:26,1:26,29,138,141,7,--,--,activity_23327783116
,Riposo,0,0,0:37.8,15:07,0,0,0,115,129,0,0,3,activity_23327783116
7,Dorso,2,50,1:28.6,16:35,2:57,2:41,60,129,136,31,16,14,activity_23327783116
7.1,Dorso,1,25,0:40.3,0:40.3,2:41,2:41,58,128,136,18,--,--,activity_23327783116
7.2,Dorso,1,25,0:48.3,1:28.6,3:13,3:13,61,127,135,13,--,--,activity_23327783116
,Riposo,0,0,0:25.4,17:01,0,0,0,118,129,0,0,3,activity_23327783116
8,Rana,1,25,0:27.3,17:28,1:49,1:49,36,122,144,9,9,3,activity_23327783116
8.1,Rana,1,25,0:27.3,0:27.3,1:49,1:49,36,114,120,9,--,--,activity_23327783116
,Riposo,0,0,0:16.6,17:45,0,0,0,138,145,0,0,3,activity_23327783116
9,Dorso,1,25,0:22.0,18:07,1:28,1:28,30,122,133,8,8,4,activity_23327783116
9.1,Dorso,1,25,0:22.0,0:22.0,1:28,1:28,30,130,141,8,--,--,activity_23327783116
,Riposo,0,0,0:32.6,18:39,0,0,0,124,131,0,0,4,activity_23327783116
10,Rana,1,25,0:18.3,18:58,1:13,1:13,25,132,137,7,7,4,activity_23327783116
10.1,Rana,1,25,0:18.3,0:18.3,1:13,1:13,25,123,127,7,--,--,activity_23327783116
,Riposo,0,0,0:34.1,19:32,0,0,0,128,137,0,0,4,activity_23327783116
11,Rana,1,25,0:25.9,19:58,1:44,1:44,37,132,134,11,11,4,activity_23327783116
11.1,Rana,1,25,0:25.9,0:25.9,1:44,1:44,37,128,132,11,--,--,activity_23327783116
,Riposo,0,0,0:38.6,20:36,0,0,0,124,135,0,0,5,activity_23327783116
12,Dorso,1,25,0:26.1,21:02,1:44,1:44,37,119,122,11,11,4,activity_23327783116
12.1,Dorso,1,25,0:26.1,0:26.1,1:44,1:44,37,118,122,11,--,--,activity_23327783116
,Riposo,0,0,0:25.4,21:28,0,0,0,119,131,0,0,2,activity_23327783116
13,Rana,1,25,0:32.1,22:00,2:08,2:08,48,142,148,16,16,6,activity_23327783116
13.1,Rana,1,25,0:32.1,0:32.1,2:08,2:08,48,133,146,16,--,--,activity_23327783116
,Riposo,0,0,0:27.9,22:28,0,0,0,132,141,0,0,4,activity_23327783116
14,Rana,1,25,0:43.7,23:11,2:55,2:55,61,146,153,17,17,9,activity_23327783116
14.1,Rana,1,25,0:43.7,0:43.7,2:55,2:55,61,144,153,17,--,--,activity_23327783116
,Riposo,0,0,0:17.5,23:29,0,0,0,122,134,0,0,2,activity_23327783116
15,Stile libero,2,50,1:00.6,24:30,2:01,1:37,41,129,137,22,11,9,activity_23327783116
15.1,Stile libero,1,25,0:36.3,0:36.3,2:25,2:25,49,124,132,13,--,--,activity_23327783116
15.2,Stile libero,1,25,0:24.3,1:00.6,1:37,1:37,33,130,137,9,--,--,activity_23327783116
,Riposo,0,0,0:21.1,24:51,0,0,0,123,127,0,0,2,activity_23327783116
16,Stile libero,1,25,0:38.5,25:29,2:34,2:34,50,126,130,12,12,4,activity_23327783116
16.1,Stile libero,1,25,0:38.5,0:38.5,2:34,2:34,50,125,130,12,--,--,activity_23327783116
,Riposo,0,0,0:07.7,25:37,0,0,0,123,125,0,0,2,activity_23327783116
17,Stile libero,3,75,1:24.6,27:01,1:53,1:41,38,124,128,29,10,11,activity_23327783116
17.1,Stile libero,1,25,0:28.3,0:28.3,1:53,1:53,38,123,125,10,--,--,activity_23327783116
17.2,Stile libero,1,25,0:31.1,0:59.4,2:05,2:05,42,124,127,11,--,--,activity_23327783116
17.3,Stile libero,1,25,0:25.3,1:24.6,1:41,1:41,33,125,127,8,--,--,activity_23327783116
,Riposo,0,0,0:20.9,27:22,0,0,0,116,121,0,0,2,activity_23327783116
18,Misto,3,75,1:13.4,28:36,1:38,1:05,33,127,142,26,9,9,activity_23327783116
18.1,Rana,1,25,0:16.2,0:16.2,1:05,1:05,22,116,121,6,--,--,activity_23327783116
18.2,Dorso,1,25,0:22.1,0:38.3,1:28,1:28,31,110,112,9,--,--,activity_23327783116
18.3,Dorso,1,25,0:35.1,1:13.4,2:20,2:20,46,132,142,11,--,--,activity_23327783116
,Riposo,0,0,0:22.7,28:58,0,0,0,140,143,0,0,2,activity_23327783116
19,Dorso,1,25,0:25.6,29:24,1:42,1:42,38,140,143,12,12,7,activity_23327783116
19.1,Dorso,1,25,0:25.6,0:25.6,1:42,1:42,38,142,143,12,--,--,activity_23327783116
,Riposo,0,0,0:22.3,29:46,0,0,0,123,132,0,0,1,activity_23327783116
20,Stile libero,1,25,0:25.1,30:11,1:40,1:40,33,120,125,8,8,5,activity_23327783116
20.1,Stile libero,1,25,0:25.1,0:25.1,1:40,1:40,33,118,119,8,--,--,activity_23327783116
,Riposo,0,0,0:20.8,30:32,0,0,0,117,117,0,0,1,activity_23327783116
,Riposo,0,0,36:24:32,36:55:04,0,0,0,114,116,0,0,1,activity_23327783116
21,Sconosciuto,0,0,0:08.3,36:55:12,0,0,0,114,116,0,0,1,activity_23327783116
21.1,--,1,--,36:24:32,36:24:32,--,--,--,127,162,--,--,--,activity_23327783116
21.2,--,1,--,0:08.3,36:24:40,--,--,--,115,116,--,--,--,activity_23327783116
22,Stile libero,1,25,0:33.6,36:55:46,2:15,2:15,44,107,119,10,10,2,activity_23327783116
22.1,Stile libero,1,25,0:33.6,0:33.6,2:15,2:15,44,107,119,10,--,--,activity_23327783116
,Riposo,0,0,0:07.8,36:55:54,0,0,0,122,127,0,0,1,activity_23327783116
23,Stile libero,1,25,0:28.5,36:56:22,1:54,1:54,37,123,128,8,8,3,activity_23327783116
23.1,Stile libero,1,25,0:28.5,0:28.5,1:54,1:54,37,123,128,8,--,--,activity_23327783116
,Riposo,0,0,0:25.7,36:56:48,0,0,0,124,129,0,0,3,activity_23327783116
24,Rana,1,25,0:31.6,36:57:20,2:06,2:06,45,110,119,13,13,2,activity_23327783116
24.1,Rana,1,25,0:31.6,0:31.6,2:06,2:06,45,110,119,13,--,--,activity_23327783116
,Riposo,0,0,0:17.8,36:57:37,0,0,0,113,116,0,0,1,activity_23327783116
25,Stile libero,1,25,0:29.4,36:58:07,1:58,1:58,39,123,134,10,10,3,activity_23327783116
25.1,Stile libero,1,25,0:29.4,0:29.4,1:58,1:58,39,123,134,10,--,--,activity_23327783116
,Riposo,0,0,0:43.9,36:58:51,0,0,0,119,134,0,0,5,activity_23327783116
26,Stile libero,2,50,0:51.1,36:59:42,1:42,1:35,37,113,125,23,12,4,activity_23327783116
26.1,Stile libero,1,25,0:27.3,0:27.3,1:49,1:49,39,105,116,12,--,--,activity_23327783116
26.2,Stile libero,1,25,0:23.8,0:51.1,1:35,1:35,35,121,125,11,--,--,activity_23327783116
,Riposo,0,0,0:41.6,37:00:23,0,0,0,130,142,0,0,6,activity_23327783116
27,Stile libero,2,50,0:43.3,37:01:07,1:27,1:07,34,128,136,24,12,7,activity_23327783116
27.1,Stile libero,1,25,0:26.6,0:26.6,1:46,1:46,39,121,132,12,--,--,activity_23327783116
27.2,Stile libero,1,25,0:16.7,0:43.3,1:07,1:07,29,133,135,12,--,--,activity_23327783116
,Riposo,0,0,0:08.0,37:01:15,0,0,0,136,136,0,0,1,activity_23327783116
,Riposo,0,0,0:50.4,37:02:05,0,0,0,128,137,0,0,7,activity_23327783116
28,Stile libero,2,50,0:50.2,37:02:55,1:40,1:31,36,135,151,22,11,8,activity_23327783116
28.1,Stile libero,1,25,0:27.4,0:27.4,1:50,1:50,38,128,140,11,--,--,activity_23327783116
28.2,Stile libero,1,25,0:22.8,0:50.2,1:31,1:31,34,145,151,11,--,--,activity_23327783116
,Riposo,0,0,0:49.4,37:03:45,0,0,0,136,152,0,0,8,activity_23327783116
29,Stile libero,2,50,0:49.4,37:04:34,1:39,1:22,36,132,146,23,12,7,activity_23327783116
29.1,Stile libero,1,25,0:28.8,0:28.8,1:55,1:55,41,125,136,12,--,--,activity_23327783116
29.2,Stile libero,1,25,0:20.6,0:49.4,1:22,1:22,32,140,146,11,--,--,activity_23327783116
,Riposo,0,0,1:16.0,37:05:50,0,0,0,130,149,0,0,10,activity_23327783116
30,Stile libero,2,50,0:47.1,37:06:37,1:34,1:27,34,127,135,21,11,6,activity_23327783116
30.1,Stile libero,1,25,0:25.4,0:25.4,1:42,1:42,35,122,132,10,--,--,activity_23327783116
30.2,Stile libero,1,25,0:21.7,0:47.1,1:27,1:27,33,133,135,11,--,--,activity_23327783116
,Riposo,0,0,0:52.2,37:07:29,0,0,0,131,138,0,0,7,activity_23327783116
31,Stile libero,2,50,0:46.1,37:08:16,1:32,1:20,35,132,147,23,12,6,activity_23327783116
31.1,Stile libero,1,25,0:26.2,0:26.2,1:45,1:45,38,125,136,12,--,--,activity_23327783116
31.2,Stile libero,1,25,0:19.9,0:46.1,1:20,1:20,31,140,145,11,--,--,activity_23327783116
,Riposo,0,0,0:50.3,37:09:06,0,0,0,138,150,0,0,8,activity_23327783116
32,Stile libero,2,50,0:49.7,37:09:56,1:39,1:33,36,127,139,23,12,6,activity_23327783116
32.1,Stile libero,1,25,0:26.3,0:26.3,1:45,1:45,38,123,128,12,--,--,activity_23327783116
32.2,Stile libero,1,25,0:23.4,0:49.7,1:33,1:33,34,131,138,11,--,--,activity_23327783116
,Riposo,0,0,0:51.9,37:10:47,0,0,0,132,148,0,0,9,activity_23327783116
33,Rana,1,25,0:28.2,37:11:16,1:53,1:53,45,144,162,17,17,5,activity_23327783116
33.1,Rana,1,25,0:28.2,0:28.2,1:53,1:53,45,127,144,17,--,--,activity_23327783116
,Riposo,0,0,0:15,37:11:31,0,0,0,150,159,0,0,3,activity_23327783116
34,Misto,3,75,1:37.1,37:13:08,2:09,2:03,46,136,152,42,14,16,activity_23327783116
34.1,Stile libero,1,25,0:30.6,0:30.6,2:03,2:03,43,149,155,12,--,--,activity_23327783116
34.2,Dorso,1,25,0:35.1,1:05.7,2:20,2:20,48,127,131,13,--,--,activity_23327783116
34.3,Rana,1,25,0:31.4,1:37.1,2:05,2:05,48,135,144,17,--,--,activity_23327783116
,Riposo,0,0,0:53.3,37:14:01,0,0,0,118,141,0,0,4,activity_23327783116
35,Misto,2,50,1:11.4,37:15:12,2:23,2:12,47,120,130,22,11,6,activity_23327783116
35.1,Stile libero,1,25,0:33.1,0:33.1,2:12,2:12,44,118,130,11,--,--,activity_23327783116
35.2,Rana,1,25,0:38.3,1:11.4,2:33,2:33,49,117,128,11,--,--,activity_23327783116
,Riposo,0,0,0:26.9,37:15:39,0,0,0,125,130,0,0,3,activity_23327783116
36,Rana,1,25,0:18.2,37:15:57,1:13,1:13,24,128,130,6,6,2,activity_23327783116
36.1,Rana,1,25,0:18.2,0:18.2,1:13,1:13,24,125,126,6,--,--,activity_23327783116
,Riposo,0,0,0:31.9,37:16:29,0,0,0,122,131,0,0,3,activity_23327783116
37,Rana,1,25,0:30.7,37:17:00,2:03,2:03,43,119,135,12,12,2,activity_23327783116
37.1,Rana,1,25,0:30.7,0:30.7,2:03,2:03,43,116,121,12,--,--,activity_23327783116
,Riposo,0,0,0:20.7,37:17:21,0,0,0,128,134,0,0,2,activity_23327783116
38,Dorso,1,25,0:27.6,37:17:48,1:50,1:50,40,133,139,12,12,4,activity_23327783116
38.1,Dorso,1,25,0:27.6,0:27.6,1:50,1:50,40,130,139,12,--,--,activity_23327783116
,Riposo,0,0,0:44.9,37:18:33,0,0,0,118,130,0,0,4,activity_23327783116
39,Misto,2,50,1:03.4,37:19:37,2:07,1:22,43,118,135,22,11,4,activity_23327783116
39.1,Rana,1,25,0:20.4,0:20.4,1:22,1:22,26,109,111,6,--,--,activity_23327783116
39.2,Stile libero,1,25,0:43,1:03.4,2:52,2:52,59,117,130,16,--,--,activity_23327783116
,Riposo,0,0,0:08.0,37:19:45,0,0,0,134,135,0,0,1,activity_23327783116
,Riposo,0,0,0:05.0,37:19:50,0,0,0,130,131,0,0,0,activity_23327783116
Riepilogo,--,72,"1,800",55:17,55:17,1:59,1:05,41,125,162,824,11,442,activity_23327783116
,Riposo,0,0,0:06.9,0:06.9,0,0,0,74,76,0,0,1,activity_23383198067
1,Misto,9,225,6:01.9,6:08.7,2:41,1:37,54,112,124,121,13,45,activity_23383198067
1.1,Stile libero,1,25,0:29.3,0:29.3,1:57,1:57,40,79,92,11,--,--,activity_23383198067
1.2,Dorso,1,25,1:05.6,1:34.9,4:22,4:22,87,104,114,21,--,--,activity_23383198067
1.3,Stile libero,1,25,0:31.9,2:06.8,2:08,2:08,43,116,119,11,--,--,activity_23383198067
1.4,Rana,1,25,1:06.7,3:13.5,4:27,4:27,90,112,115,23,--,--,activity_23383198067
1.5,Stile libero,1,25,0:31.9,3:45.4,2:08,2:08,45,115,117,13,--,--,activity_23383198067
1.6,Stile libero,1,25,0:41.6,4:27.0,2:46,2:46,53,111,118,11,--,--,activity_23383198067
1.7,Stile libero,1,25,0:35.9,5:02.9,2:23,2:23,47,112,114,11,--,--,activity_23383198067
1.8,Stile libero,1,25,0:34.7,5:37.6,2:19,2:19,47,118,122,12,--,--,activity_23383198067
1.9,Stile libero,1,25,0:24.3,6:01.9,1:37,1:37,32,122,124,8,--,--,activity_23383198067
,Riposo,0,0,0:42.4,6:51.1,0,0,0,100,112,0,0,3,activity_23383198067
2,Rana,3,75,1:38.4,8:29.5,2:11,1:57,47,106,134,44,15,10,activity_23383198067
2.1,Rana,1,25,0:32.1,0:32.1,2:09,2:09,49,97,100,17,--,--,activity_23383198067
2.2,Rana,1,25,0:37.1,1:09.3,2:29,2:29,52,103,106,15,--,--,activity_23383198067
2.3,Rana,1,25,0:29.1,1:38.4,1:57,1:57,41,108,113,12,--,--,activity_23383198067
,Riposo,0,0,0:16.4,8:45.9,0,0,0,133,136,0,0,3,activity_23383198067
3,Misto,8,200,4:57.7,13:44,2:29,1:32,51,127,142,110,14,47,activity_23383198067
3.1,Dorso,1,25,0:38.7,0:38.7,2:35,2:35,56,130,135,17,--,--,activity_23383198067
3.2,Dorso,1,25,0:30.8,1:09.5,2:03,2:03,41,131,136,10,--,--,activity_23383198067
3.3,Dorso,1,25,0:36.2,1:45.7,2:25,2:25,51,134,141,15,--,--,activity_23383198067
3.4,Dorso,1,25,0:32.1,2:17.8,2:09,2:09,44,138,142,12,--,--,activity_23383198067
3.5,Stile libero,1,25,1:01.6,3:19.4,4:06,4:06,83,125,137,21,--,--,activity_23383198067
3.6,Stile libero,1,25,0:42.9,4:02.2,2:52,2:52,58,115,121,15,--,--,activity_23383198067
3.7,Stile libero,1,25,0:32.5,4:34.7,2:10,2:10,45,121,128,12,--,--,activity_23383198067
3.8,Stile libero,1,25,0:23.0,4:57.7,1:32,1:32,31,130,132,8,--,--,activity_23383198067
,Riposo,0,0,0:43.0,14:27,0,0,0,120,131,0,0,4,activity_23383198067
4,Misto,2,50,1:02.4,15:29,2:05,1:44,43,115,124,24,12,7,activity_23383198067
4.1,Stile libero,1,25,0:36.6,0:36.6,2:26,2:26,50,112,120,13,--,--,activity_23383198067
4.2,Rana,1,25,0:25.9,1:02.4,1:44,1:44,37,118,123,11,--,--,activity_23383198067
,Riposo,0,0,0:13.6,15:43,0,0,0,126,127,0,0,2,activity_23383198067
5,Stile libero,2,50,1:03.6,16:46,2:07,1:46,44,124,128,25,13,9,activity_23383198067
5.1,Stile libero,1,25,0:37,0:37,2:28,2:28,52,123,125,15,--,--,activity_23383198067
5.2,Stile libero,1,25,0:26.6,1:03.6,1:46,1:46,37,126,128,10,--,--,activity_23383198067
,Riposo,0,0,0:16.1,17:02,0,0,0,127,129,0,0,2,activity_23383198067
6,Stile libero,2,50,1:00.3,18:03,2:01,1:46,42,123,130,24,12,8,activity_23383198067
6.1,Stile libero,1,25,0:33.8,0:33.8,2:15,2:15,47,120,125,13,--,--,activity_23383198067
6.2,Stile libero,1,25,0:26.5,1:00.3,1:46,1:46,38,127,130,11,--,--,activity_23383198067
,Riposo,0,0,0:15.0,18:18,0,0,0,129,130,0,0,2,activity_23383198067
7,Stile libero,2,50,1:03.1,19:21,2:06,1:51,43,124,128,23,12,9,activity_23383198067
