Ripetute,Stile,Vasche,Distanza,Tempo,Tempo cumulato,Passo medio,Passo migliore,Swolf medio,FC Media,FC max,Totale bracciate,Bracciate medie,Calorie,activity_id
8.41,--,1,--,0:06.5,21:06,--,--,--,146,147,--,--,--,activity_21832163880
,Riposo,0,0,0:34.6,44:27,0,0,0,132,144,0,0,4,activity_21832163880
9,Misto,12,300,9:04.9,53:32,3:01,2:09,60,136,162,179,15,71,activity_21832163880
9.1,Rana,1,25,0:43.6,0:43.6,2:55,2:55,56,122,127,12,--,--,activity_21832163880
9.2,Stile libero,1,25,0:32.3,1:15.9,2:09,2:09,43,126,129,11,--,--,activity_21832163880
9.3,Stile libero,1,25,0:40.2,1:56.1,2:41,2:41,53,127,131,13,--,--,activity_21832163880
9.4,Dorso,1,25,0:49.2,2:45.3,3:17,3:17,63,128,137,14,--,--,activity_21832163880
9.5,Dorso,1,25,0:49.7,3:35.0,3:19,3:19,66,143,149,16,--,--,activity_21832163880
9.6,Rana,1,25,0:42.4,4:17.4,2:49,2:49,59,134,142,17,--,--,activity_21832163880
9.7,Dorso,1,25,0:49.3,5:06.7,3:17,3:17,66,135,142,17,--,--,activity_21832163880
9.8,Rana,1,25,0:50.8,5:57.5,3:23,3:23,68,133,142,17,--,--,activity_21832163880
9.9,Rana,1,25,0:52.7,6:50.2,3:31,3:31,73,136,147,20,--,--,activity_21832163880
9.10,Dorso,1,25,0:33.8,7:24.0,2:15,2:15,47,138,148,13,--,--,activity_21832163880
9.11,Stile libero,1,25,0:42.1,8:06.1,2:49,2:49,55,143,149,13,--,--,activity_21832163880
9.12,Stile libero,1,25,0:58.8,9:04.9,3:55,3:55,75,155,162,16,--,--,activity_21832163880
Riepilogo,--,80,"2,000",53:32,53:32,2:14,0:41,45,133,162,916,12,476,activity_21832163880
1,Misto,31,775,21:08,21:08,2:15,1:02,44,132,155,323,10,201,activity_21924796837
1.1,Stile libero,1,25,0:30.7,0:30.7,2:03,2:03,40,117,131,9,--,--,activity_21924796837
1.2,Stile libero,1,25,0:35.3,1:06.0,2:21,2:21,47,138,140,12,--,--,activity_21924796837
1.3,Stile libero,1,25,0:30.6,1:36.6,2:03,2:03,41,136,138,10,--,--,activity_21924796837
1.4,Rana,1,25,0:27.6,2:04.2,1:50,1:50,37,137,139,9,--,--,activity_21924796837
1.5,Stile libero,1,25,0:31.8,2:36.1,2:07,2:07,41,126,136,9,--,--,activity_21924796837
1.6,Rana,1,25,0:34.4,3:10.5,2:18,2:18,50,120,126,16,--,--,activity_21924796837
1.7,Rana,1,25,0:38.9,3:49.4,2:36,2:36,55,124,133,16,--,--,activity_21924796837
1.8,Rana,1,25,0:36.5,4:25.9,2:26,2:26,52,125,135,15,--,--,activity_21924796837
1.9,Dorso,1,25,0:37,5:02.9,2:28,2:28,51,140,145,14,--,--,activity_21924796837
1.10,Dorso,1,25,0:35.4,5:38.3,2:22,2:22,46,149,155,11,--,--,activity_21924796837
1.11,Rana,1,25,0:52.4,6:30.7,3:30,3:30,64,138,155,12,--,--,activity_21924796837
1.12,Rana,1,25,0:35,7:05.7,2:20,2:20,46,132,134,11,--,--,activity_21924796837
1.13,Stile libero,1,25,0:32.9,7:38.6,2:12,2:12,44,132,136,11,--,--,activity_21924796837
1.14,Stile libero,1,25,0:34.4,8:13.1,2:18,2:18,45,127,132,11,--,--,activity_21924796837
1.15,Stile libero,1,25,0:37.6,8:50.6,2:30,2:30,51,127,129,13,--,--,activity_21924796837
1.16,Dorso,1,25,0:46.3,9:36.9,3:05,3:05,59,112,125,13,--,--,activity_21924796837
1.17,Dorso,1,25,0:43.3,10:20,2:53,2:53,57,127,132,14,--,--,activity_21924796837
1.18,Dorso,1,25,0:21.8,10:42,1:27,1:27,26,134,140,4,--,--,activity_21924796837
1.19,Stile libero,1,25,0:24.4,11:06,1:37,1:37,33,133,138,9,--,--,activity_21924796837
1.20,Stile libero,1,25,0:18.7,11:25,1:15,1:15,24,131,136,5,--,--,activity_21924796837
1.21,Rana,1,25,0:32.6,11:57,2:10,2:10,44,126,132,11,--,--,activity_21924796837
1.22,Rana,1,25,0:43.2,12:41,2:53,2:53,56,125,131,13,--,--,activity_21924796837
1.23,Rana,1,25,0:42.2,13:23,2:49,2:49,55,123,124,13,--,--,activity_21924796837
1.24,Rana,1,25,0:15.6,13:38,1:02,1:02,20,123,125,4,--,--,activity_21924796837
1.25,Rana,1,25,0:30,14:08,2:00,2:00,40,125,128,10,--,--,activity_21924796837
1.26,Rana,1,25,0:15.8,14:24,1:03,1:03,21,122,128,5,--,--,activity_21924796837
1.27,Dorso,1,25,0:21.6,14:46,1:27,1:27,28,134,139,6,--,--,activity_21924796837
1.28,Rana,1,25,0:41.5,15:27,2:46,2:46,52,124,132,10,--,--,activity_21924796837
1.29,Rana,1,25,0:48.5,16:16,3:14,3:14,61,141,147,12,--,--,activity_21924796837
1.30,Rana,1,25,0:44.3,17:00,2:57,2:57,54,134,147,10,--,--,activity_21924796837
1.31,Rana,1,25,0:24.1,17:24,1:37,1:37,29,148,150,5,--,--,activity_21924796837
1.32,--,1,--,3:43.9,21:08,--,--,--,143,155,--,--,--,activity_21924796837
,Riposo,0,0,23:02,44:10,0,0,0,144,158,0,0,241,activity_21924796837
,Riposo,0,0,0:15.3,44:25,0,0,0,131,136,0,0,2,activity_21924796837
,Riposo,0,0,0:19.2,44:44,0,0,0,118,126,0,0,1,activity_21924796837
2,Stile libero,4,100,1:55.1,46:39,1:55,1:51,41,134,152,47,12,15,activity_21924796837
2.1,Stile libero,1,25,0:27.8,0:27.8,1:51,1:51,39,111,119,11,--,--,activity_21924796837
2.2,Stile libero,1,25,0:28.1,0:55.8,1:52,1:52,40,134,143,12,--,--,activity_21924796837
2.3,Stile libero,1,25,0:30.1,1:25.9,2:00,2:00,42,143,147,12,--,--,activity_21924796837
2.4,Stile libero,1,25,0:29.1,1:55.1,1:57,1:57,41,147,152,12,--,--,activity_21924796837
,Riposo,0,0,0:35.6,47:15,0,0,0,145,153,0,0,6,activity_21924796837
,Riposo,0,0,0:04.6,47:20,0,0,0,118,119,0,0,0,activity_21924796837
Riepilogo,--,35,875,47:20,47:20,2:12,1:02,44,138,158,370,11,466,activity_21924796837
1,Misto,19,475,10:49,10:49,2:17,1:30,47,124,147,236,12,93,activity_21977885733
1.1,Stile libero,1,25,0:31.7,0:31.7,2:07,2:07,44,82,98,12,--,--,activity_21977885733
1.2,Stile libero,1,25,0:37.2,1:08.9,2:29,2:29,49,105,115,12,--,--,activity_21977885733
1.3,Stile libero,1,25,0:26.1,1:35.0,1:44,1:44,35,114,115,9,--,--,activity_21977885733
1.4,Stile libero,1,25,0:34,2:09.0,2:16,2:16,46,112,115,12,--,--,activity_21977885733
1.5,Stile libero,1,25,0:27.6,2:36.6,1:50,1:50,36,109,111,8,--,--,activity_21977885733
1.6,Stile libero,1,25,0:38.4,3:15.0,2:34,2:34,51,113,116,13,--,--,activity_21977885733
1.7,Rana,1,25,0:30.9,3:45.9,2:03,2:03,42,132,136,11,--,--,activity_21977885733
1.8,Stile libero,1,25,0:28.4,4:14.2,1:54,1:54,37,133,135,9,--,--,activity_21977885733
1.9,Rana,1,25,0:40.1,4:54.4,2:41,2:41,54,123,130,14,--,--,activity_21977885733
1.10,Rana,1,25,0:27.6,5:22.0,1:50,1:50,37,126,128,9,--,--,activity_21977885733
1.11,Stile libero,1,25,0:39.1,6:01.1,2:36,2:36,53,116,125,14,--,--,activity_21977885733
1.12,Rana,1,25,0:28.6,6:29.7,1:55,1:55,43,117,121,14,--,--,activity_21977885733
1.13,Rana,1,25,0:42.9,7:12.6,2:52,2:52,62,126,144,19,--,--,activity_21977885733
1.14,Rana,1,25,0:35.5,7:48.1,2:22,2:22,54,145,147,18,--,--,activity_21977885733
1.15,Dorso,1,25,0:35.4,8:23.5,2:21,2:21,49,143,147,14,--,--,activity_21977885733
1.16,Rana,1,25,0:45.1,9:08.6,3:00,3:00,67,141,145,22,--,--,activity_21977885733
1.17,Stile libero,1,25,0:41.2,9:49.7,2:45,2:45,54,137,142,13,--,--,activity_21977885733
1.18,Rana,1,25,0:22.6,10:12,1:30,1:30,30,137,140,7,--,--,activity_21977885733
1.19,Dorso,1,25,0:36.3,10:49,2:25,2:25,42,129,134,6,--,--,activity_21977885733
,Riposo,0,0,0:40.9,11:30,0,0,0,127,135,0,0,6,activity_21977885733
2,Stile libero,2,50,1:00.5,12:30,2:01,2:01,40,131,139,19,10,9,activity_21977885733
2.1,Stile libero,1,25,0:30.3,0:30.3,2:01,2:01,40,125,137,10,--,--,activity_21977885733
2.2,Stile libero,1,25,0:30.2,1:00.5,2:01,2:01,39,137,139,9,--,--,activity_21977885733
,Riposo,0,0,0:15.2,12:45,0,0,0,138,142,0,0,3,activity_21977885733
3,Rana,2,50,1:01.7,13:47,2:03,2:03,41,137,142,21,11,11,activity_21977885733
3.1,Rana,1,25,0:31,0:31,2:04,2:04,42,134,138,11,--,--,activity_21977885733
3.2,Rana,1,25,0:30.7,1:01.7,2:03,2:03,41,140,142,10,--,--,activity_21977885733
,Riposo,0,0,0:14.5,14:01,0,0,0,140,142,0,0,3,activity_21977885733
4,Stile libero,2,50,1:03.6,15:05,2:07,2:01,43,137,143,22,11,11,activity_21977885733
4.1,Stile libero,1,25,0:33.4,0:33.4,2:14,2:14,45,136,140,12,--,--,activity_21977885733
4.2,Stile libero,1,25,0:30.2,1:03.6,2:01,2:01,40,138,143,10,--,--,activity_21977885733
,Riposo,0,0,0:12.6,15:18,0,0,0,141,144,0,0,2,activity_21977885733
5,Misto,2,50,1:02.5,16:20,2:05,2:04,42,139,144,21,11,11,activity_21977885733
5.1,Rana,1,25,0:31.5,0:31.5,2:06,2:06,43,139,144,11,--,--,activity_21977885733
5.2,Stile libero,1,25,0:31.0,1:02.5,2:04,2:04,41,139,142,10,--,--,activity_21977885733
,Riposo,0,0,0:35.0,16:55,0,0,0,135,144,0,0,6,activity_21977885733
6,Stile libero,2,50,1:01.4,17:57,2:03,1:59,41,135,146,21,11,10,activity_21977885733
6.1,Stile libero,1,25,0:31.7,0:31.7,2:07,2:07,43,130,146,11,--,--,activity_21977885733
6.2,Stile libero,1,25,0:29.7,1:01.4,1:59,1:59,40,139,143,10,--,--,activity_21977885733
,Riposo,0,0,0:14.5,18:11,0,0,0,140,142,0,0,3,activity_21977885733
7,Misto,2,50,1:01.3,19:12,2:03,2:00,42,142,152,23,12,12,activity_21977885733
7.1,Rana,1,25,0:31.3,0:31.3,2:05,2:05,43,136,142,12,--,--,activity_21977885733
7.2,Stile libero,1,25,0:30.1,1:01.3,2:00,2:00,41,149,152,11,--,--,activity_21977885733
,Riposo,0,0,1:01.7,20:14,0,0,0,126,151,0,0,8,activity_21977885733
8,Misto,8,200,4:06.7,24:21,2:03,1:55,42,142,154,88,11,45,activity_21977885733
8.1,Stile libero,1,25,0:28.7,0:28.7,1:55,1:55,40,123,135,11,--,--,activity_21977885733
8.2,Rana,1,25,0:31.1,0:59.7,2:04,2:04,42,142,154,11,--,--,activity_21977885733
8.3,Stile libero,1,25,0:30.8,1:30.5,2:03,2:03,42,148,153,11,--,--,activity_21977885733
8.4,Stile libero,1,25,0:31.1,2:01.6,2:05,2:05,42,146,148,11,--,--,activity_21977885733
8.5,Stile libero,1,25,0:31.6,2:33.2,2:06,2:06,43,144,148,11,--,--,activity_21977885733
8.6,Stile libero,1,25,0:31,3:04.2,2:04,2:04,42,137,146,11,--,--,activity_21977885733
8.7,Stile libero,1,25,0:31.6,3:35.9,2:06,2:06,43,144,150,11,--,--,activity_21977885733
8.8,Stile libero,1,25,0:30.8,4:06.7,2:03,2:03,42,148,150,11,--,--,activity_21977885733
,Riposo,0,0,0:29.6,24:50,0,0,0,142,148,0,0,5,activity_21977885733
9,Stile libero,8,200,4:06.5,28:57,2:03,2:01,42,145,153,89,11,45,activity_21977885733
9.1,Stile libero,1,25,0:30.4,0:30.4,2:02,2:02,41,133,137,11,--,--,activity_21977885733
9.2,Stile libero,1,25,0:30.4,1:00.9,2:02,2:02,41,139,143,11,--,--,activity_21977885733
9.3,Stile libero,1,25,0:31.3,1:32.2,2:05,2:05,42,144,147,11,--,--,activity_21977885733
9.4,Stile libero,1,25,0:31.6,2:03.7,2:06,2:06,44,145,149,12,--,--,activity_21977885733
9.5,Stile libero,1,25,0:31.1,2:34.8,2:04,2:04,42,148,150,11,--,--,activity_21977885733
9.6,Stile libero,1,25,0:30.9,3:05.7,2:03,2:03,42,150,152,11,--,--,activity_21977885733
9.7,Stile libero,1,25,0:30.6,3:36.2,2:02,2:02,42,150,153,11,--,--,activity_21977885733
9.8,Stile libero,1,25,0:30.2,4:06.5,2:01,2:01,41,149,151,11,--,--,activity_21977885733
,Riposo,0,0,0:32.0,29:29,0,0,0,143,149,0,0,6,activity_21977885733
10,Stile libero,8,200,4:03.3,33:32,2:02,1:55,42,151,162,92,12,48,activity_21977885733
10.1,Stile libero,1,25,0:30,0:30,2:00,2:00,41,137,141,11,--,--,activity_21977885733
10.2,Stile libero,1,25,0:29.9,0:59.9,1:59,1:59,41,143,147,11,--,--,activity_21977885733
10.3,Stile libero,1,25,0:30.9,1:30.8,2:04,2:04,42,148,151,11,--,--,activity_21977885733
10.4,Stile libero,1,25,0:31.3,2:02.1,2:05,2:05,42,148,151,11,--,--,activity_21977885733
10.5,Stile libero,1,25,0:31.1,2:33.2,2:04,2:04,43,157,162,12,--,--,activity_21977885733
10.6,Stile libero,1,25,0:30.9,3:04.1,2:03,2:03,43,159,161,12,--,--,activity_21977885733
10.7,Stile libero,1,25,0:30.4,3:34.4,2:02,2:02,42,156,159,12,--,--,activity_21977885733
10.8,Stile libero,1,25,0:28.9,4:03.3,1:55,1:55,41,157,160,12,--,--,activity_21977885733
,Riposo,0,0,1:08.9,34:41,0,0,0,138,157,0,0,10,activity_21977885733
11,Dorso,6,150,3:27.8,38:09,2:19,1:13,45,139,148,65,11,30,activity_21977885733
11.1,Dorso,1,25,0:43.1,0:43.1,2:52,2:52,57,127,140,14,--,--,activity_21977885733
11.2,Dorso,1,25,0:36.8,1:19.8,2:27,2:27,50,140,144,13,--,--,activity_21977885733
11.3,Dorso,1,25,0:41,2:00.8,2:44,2:44,54,143,148,13,--,--,activity_21977885733
11.4,Dorso,1,25,0:18.2,2:19.0,1:13,1:13,24,142,148,6,--,--,activity_21977885733
11.5,Dorso,1,25,0:23.9,2:42.9,1:36,1:36,30,143,148,6,--,--,activity_21977885733
11.6,Dorso,1,25,0:44.8,3:27.8,2:59,2:59,58,144,148,13,--,--,activity_21977885733
,Riposo,0,0,0:36.8,38:45,0,0,0,131,143,0,0,4,activity_21977885733
12,Stile libero,2,50,0:51.9,39:37,1:44,1:42,36,136,150,21,11,6,activity_21977885733
12.1,Stile libero,1,25,0:26.6,0:26.6,1:46,1:46,38,126,135,11,--,--,activity_21977885733
12.2,Stile libero,1,25,0:25.4,0:51.9,1:42,1:42,35,146,150,10,--,--,activity_21977885733
,Riposo,0,0,1:02.1,40:39,0,0,0,134,150,0,0,8,activity_21977885733
13,Stile libero,2,50,0:49.5,41:29,1:39,1:34,35,127,144,21,11,4,activity_21977885733
13.1,Stile libero,1,25,0:25.9,0:25.9,1:44,1:44,37,122,128,11,--,--,activity_21977885733
13.2,Stile libero,1,25,0:23.6,0:49.5,1:34,1:34,34,131,140,10,--,--,activity_21977885733
,Riposo,0,0,0:56.8,42:26,0,0,0,134,150,0,0,8,activity_21977885733
,Riposo,0,0,0:12.0,42:38,0,0,0,108,114,0,0,1,activity_21977885733
14,Stile libero,2,50,0:48.3,43:26,1:37,1:34,35,123,137,21,11,4,activity_21977885733
14.1,Stile libero,1,25,0:24.8,0:24.8,1:39,1:39,36,117,125,11,--,--,activity_21977885733
14.2,Stile libero,1,25,0:23.6,0:48.3,1:34,1:34,34,129,136,10,--,--,activity_21977885733
,Riposo,0,0,1:06.4,44:32,0,0,0,130,139,0,0,7,activity_21977885733
15,Rana,2,50,0:57.6,45:30,1:55,1:48,43,121,123,28,14,4,activity_21977885733
15.1,Rana,1,25,0:27.1,0:27.1,1:48,1:48,42,118,121,15,--,--,activity_21977885733
15.2,Rana,1,25,0:30.5,0:57.6,2:02,2:02,44,122,123,13,--,--,activity_21977885733
,Riposo,0,0,0:37.1,46:07,0,0,0,122,142,0,0,3,activity_21977885733
16,Misto,9,225,6:37.7,52:45,2:57,1:58,57,129,142,117,13,40,activity_21977885733
16.1,Dorso,1,25,0:44.4,0:44.4,2:58,2:58,58,132,141,14,--,--,activity_21977885733
16.2,Stile libero,1,25,0:42.9,1:27.3,2:52,2:52,56,131,137,13,--,--,activity_21977885733
16.3,Stile libero,1,25,0:31.8,1:59.1,2:07,2:07,42,128,132,10,--,--,activity_21977885733
16.4,Stile libero,1,25,0:48.9,2:48.0,3:16,3:16,65,126,133,16,--,--,activity_21977885733
16.5,Stile libero,1,25,0:33.9,3:21.9,2:16,2:16,45,129,130,11,--,--,activity_21977885733
16.6,Rana,1,25,0:29.5,3:51.4,1:58,1:58,45,133,139,15,--,--,activity_21977885733
16.7,Stile libero,1,25,0:47.5,4:38.9,3:10,3:10,62,128,142,14,--,--,activity_21977885733
16.8,Rana,1,25,0:38.8,5:17.7,2:35,2:35,52,114,126,13,--,--,activity_21977885733
16.9,Stile libero,1,25,1:19.9,6:37.7,5:19,5:19,91,132,142,11,--,--,activity_21977885733
,Riposo,0,0,0:10.1,52:55,0,0,0,133,133,0,0,1,activity_21977885733
Riepilogo,--,78,"1,950",52:55,52:55,2:12,1:13,45,134,162,905,12,467,activity_21977885733
1,Misto,20,500,11:49,11:49,2:15,1:15,46,124,152,240,12,105,activity_22055589786
1.1,Rana,1,25,0:37,0:37,2:28,2:28,49,83,99,12,--,--,activity_22055589786
1.2,Stile libero,1,25,0:33.9,1:10.9,2:16,2:16,45,105,113,11,--,--,activity_22055589786
1.3,Rana,1,25,0:30.1,1:41.0,2:00,2:00,41,113,115,11,--,--,activity_22055589786
1.4,Rana,1,25,0:33.8,2:14.8,2:15,2:15,45,118,121,11,--,--,activity_22055589786
1.5,Stile libero,1,25,0:32.8,2:47.6,2:11,2:11,45,114,117,12,--,--,activity_22055589786
1.6,Stile libero,1,25,0:33.3,3:20.9,2:13,2:13,45,116,118,12,--,--,activity_22055589786
1.7,Rana,1,25,0:34.4,3:55.3,2:18,2:18,46,114,118,12,--,--,activity_22055589786
1.8,Stile libero,1,25,0:35.4,4:30.7,2:21,2:21,46,113,116,11,--,--,activity_22055589786
1.9,Rana,1,25,0:35.6,5:06.3,2:22,2:22,47,110,111,11,--,--,activity_22055589786
1.10,Stile libero,1,25,0:39.8,5:46.1,2:39,2:39,53,121,127,13,--,--,activity_22055589786
1.11,Rana,1,25,0:59.4,6:45.6,3:58,3:58,85,118,131,26,--,--,activity_22055589786
1.12,Rana,1,25,0:30.9,7:16.5,2:04,2:04,49,131,133,18,--,--,activity_22055589786
1.13,Rana,1,25,0:37.2,7:53.7,2:29,2:29,56,134,141,19,--,--,activity_22055589786
1.14,Rana,1,25,0:24.9,8:18.6,1:40,1:40,33,138,141,8,--,--,activity_22055589786
1.15,Dorso,1,25,0:18.8,8:37.4,1:15,1:15,24,135,137,5,--,--,activity_22055589786
1.16,Dorso,1,25,0:38,9:15.4,2:32,2:32,51,141,145,13,--,--,activity_22055589786
1.17,Dorso,1,25,0:39.4,9:54.8,2:37,2:37,52,144,147,13,--,--,activity_22055589786
1.18,Rana,1,25,0:18.7,10:13,1:15,1:15,23,148,152,4,--,--,activity_22055589786
1.19,Dorso,1,25,0:22.2,10:36,1:29,1:29,29,146,148,7,--,--,activity_22055589786
1.20,Rana,1,25,0:37.5,11:13,2:30,2:30,49,143,151,11,--,--,activity_22055589786
1.21,--,1,--,0:36.2,11:49,--,--,--,134,141,--,--,--,activity_22055589786
,Riposo,0,0,0:10.1,11:59,0,0,0,122,125,0,0,1,activity_22055589786
2,Misto,6,150,6:03.1,18:03,2:04,0:41,39,135,151,47,8,59,activity_22055589786
2.1,Rana,1,25,0:18.6,0:18.6,1:15,1:15,24,121,126,5,--,--,activity_22055589786
2.2,Rana,1,25,0:10.3,0:28.9,0:41,0:41,15,131,132,5,--,--,activity_22055589786
2.3,Rana,1,25,0:37.4,1:06.3,2:29,2:29,46,143,149,9,--,--,activity_22055589786
2.4,Rana,1,25,0:45.7,1:52.0,3:03,3:03,56,140,151,10,--,--,activity_22055589786
2.5,Rana,1,25,0:47.3,2:39.3,3:09,3:09,57,136,141,10,--,--,activity_22055589786
2.6,Stile libero,1,25,0:26.1,3:05.4,1:44,1:44,34,136,140,8,--,--,activity_22055589786
2.7,--,1,--,2:57.7,6:03.1,--,--,--,132,146,--,--,--,activity_22055589786
,Riposo,0,0,0:42.3,18:45,0,0,0,129,145,0,0,6,activity_22055589786
3,Misto,36,900,20:43,39:27,2:18,1:46,48,148,156,468,13,242,activity_22055589786
3.1,Stile libero,1,25,0:27,0:27,1:48,1:48,38,126,139,11,--,--,activity_22055589786
3.2,Stile libero,1,25,0:28.5,0:55.5,1:54,1:54,40,146,155,11,--,--,activity_22055589786
3.3,Stile libero,1,25,0:30.4,1:25.9,2:02,2:02,41,150,153,11,--,--,activity_22055589786
3.4,Dorso,1,25,0:36.3,2:02.2,2:25,2:25,49,148,153,13,--,--,activity_22055589786
3.5,Dorso,1,25,0:36.8,2:38.9,2:27,2:27,50,144,146,13,--,--,activity_22055589786
3.6,Dorso,1,25,0:34.6,3:13.5,2:18,2:18,48,146,147,13,--,--,activity_22055589786
3.7,Stile libero,1,25,0:31,3:44.5,2:04,2:04,43,149,152,12,--,--,activity_22055589786
3.8,Stile libero,1,25,0:28.7,4:13.2,1:55,1:55,40,150,152,11,--,--,activity_22055589786
3.9,Stile libero,1,25,0:27.7,4:40.9,1:51,1:51,39,152,153,11,--,--,activity_22055589786
3.10,Dorso,1,25,0:40.9,5:21.8,2:44,2:44,55,149,154,14,--,--,activity_22055589786
3.11,Dorso,1,25,0:42.4,6:04.2,2:50,2:50,58,145,148,16,--,--,activity_22055589786
3.12,Dorso,1,25,0:40.3,6:44.5,2:41,2:41,55,145,149,15,--,--,activity_22055589786
3.13,Stile libero,1,25,0:29.8,7:14.2,1:59,1:59,42,148,151,12,--,--,activity_22055589786
3.14,Stile libero,1,25,0:29.3,7:43.5,1:57,1:57,40,151,152,11,--,--,activity_22055589786
3.15,Stile libero,1,25,0:34.3,8:17.7,2:17,2:17,46,153,156,12,--,--,activity_22055589786
3.16,Dorso,1,25,0:44.3,9:02.1,2:57,2:57,60,152,153,16,--,--,activity_22055589786
3.17,Dorso,1,25,0:35.5,9:37.6,2:22,2:22,49,145,147,13,--,--,activity_22055589786
3.18,Dorso,1,25,0:41.1,10:19,2:44,2:44,57,148,151,16,--,--,activity_22055589786
3.19,Stile libero,1,25,0:28.8,10:47,1:55,1:55,39,149,152,10,--,--,activity_22055589786
3.20,Stile libero,1,25,0:27.9,11:15,1:52,1:52,39,152,154,11,--,--,activity_22055589786
3.21,Stile libero,1,25,0:27,11:42,1:48,1:48,38,155,156,11,--,--,activity_22055589786
3.22,Dorso,1,25,0:42.4,12:25,2:50,2:50,58,153,156,16,--,--,activity_22055589786
3.23,Dorso,1,25,0:48.6,13:13,3:15,3:15,66,147,151,17,--,--,activity_22055589786
3.24,Dorso,1,25,0:32.7,13:46,2:11,2:11,46,143,145,13,--,--,activity_22055589786
3.25,Stile libero,1,25,0:29.9,14:16,1:59,1:59,41,148,151,11,--,--,activity_22055589786
3.26,Stile libero,1,25,0:31.8,14:48,2:07,2:07,45,151,153,13,--,--,activity_22055589786
3.27,Stile libero,1,25,0:27.2,15:15,1:49,1:49,38,151,153,11,--,--,activity_22055589786
3.28,Dorso,1,25,0:43,15:58,2:52,2:52,58,153,155,15,--,--,activity_22055589786
3.29,Dorso,1,25,0:43.5,16:42,2:54,2:54,60,147,152,16,--,--,activity_22055589786
3.30,Dorso,1,25,0:37.1,17:19,2:29,2:29,52,148,151,15,--,--,activity_22055589786
3.31,Stile libero,1,25,0:27.9,17:47,1:51,1:51,39,149,152,11,--,--,activity_22055589786
3.32,Stile libero,1,25,0:29.3,18:16,1:57,1:57,41,150,154,12,--,--,activity_22055589786
3.33,Stile libero,1,25,0:26.6,18:42,1:46,1:46,38,148,154,11,--,--,activity_22055589786
3.34,Dorso,1,25,0:37.2,19:20,2:29,2:29,51,147,153,14,--,--,activity_22055589786
3.35,Dorso,1,25,0:49.9,20:09,3:20,3:20,67,147,153,17,--,--,activity_22055589786
3.36,Dorso,1,25,0:33.1,20:43,2:12,2:12,46,146,150,13,--,--,activity_22055589786
,Riposo,0,0,1:09.1,40:37,0,0,0,130,150,0,0,7,activity_22055589786
4,Stile libero,4,100,1:46.6,42:23,1:47,1:42,38,144,159,45,11,18,activity_22055589786
4.1,Stile libero,1,25,0:25.6,0:25.6,1:42,1:42,37,124,133,11,--,--,activity_22055589786
4.2,Stile libero,1,25,0:26.7,0:52.3,1:47,1:47,39,144,158,12,--,--,activity_22055589786
4.3,Stile libero,1,25,0:27.7,1:20.0,1:51,1:51,39,155,159,11,--,--,activity_22055589786
4.4,Stile libero,1,25,0:26.6,1:46.6,1:47,1:47,38,152,154,11,--,--,activity_22055589786
,Riposo,0,0,0:42.7,43:06,0,0,0,148,156,0,0,8,activity_22055589786
5,Misto,14,350,7:25.7,50:32,2:07,0:44,44,133,150,169,12,54,activity_22055589786
5.1,Rana,1,25,0:36.6,0:36.6,2:26,2:26,57,133,140,20,--,--,activity_22055589786
5.2,Rana,1,25,0:36.3,1:12.9,2:25,2:25,57,142,147,21,--,--,activity_22055589786
5.3,Rana,1,25,0:16.5,1:29.4,1:06,1:06,23,148,150,6,--,--,activity_22055589786
5.4,Dorso,1,25,0:26.5,1:55.9,1:46,1:46,36,143,146,9,--,--,activity_22055589786
5.5,Stile libero,1,25,0:48.9,2:44.9,3:16,3:16,64,136,145,15,--,--,activity_22055589786
5.6,Stile libero,1,25,0:34.4,3:19.2,2:18,2:18,46,133,139,12,--,--,activity_22055589786
5.7,Rana,1,25,0:52.8,4:12.1,3:31,3:31,75,128,138,22,--,--,activity_22055589786
5.8,Rana,1,25,0:26.4,4:38.5,1:46,1:46,33,129,136,7,--,--,activity_22055589786
5.9,Stile libero,1,25,0:25.6,5:04.1,1:42,1:42,33,124,128,7,--,--,activity_22055589786
5.10,Stile libero,1,25,0:37.9,5:42.0,2:32,2:32,51,132,136,13,--,--,activity_22055589786
5.11,Rana,1,25,0:11,5:53.0,0:44,0:44,15,131,133,4,--,--,activity_22055589786
5.12,Rana,1,25,0:36.6,6:29.6,2:26,2:26,54,126,130,17,--,--,activity_22055589786
5.13,Rana,1,25,0:22.4,6:52.1,1:30,1:30,26,131,134,4,--,--,activity_22055589786
5.14,Stile libero,1,25,0:33.7,7:25.7,2:15,2:15,46,128,139,12,--,--,activity_22055589786
Riepilogo,--,80,"2,000",50:32,50:32,2:13,0:41,45,138,159,969,12,500,activity_22055589786
1,Misto,10,250,5:31.5,5:31.5,2:13,1:59,44,136,153,108,11,59,activity_22211718814
1.1,Stile libero,1,25,0:30.6,0:30.6,2:02,2:02,40,103,116,9,--,--,activity_22211718814
1.2,Stile libero,1,25,0:30.1,1:00.7,2:00,2:00,40,125,134,10,--,--,activity_22211718814
1.3,Rana,1,25,0:29.9,1:30.6,1:59,1:59,39,131,134,9,--,--,activity_22211718814
1.4,Rana,1,25,0:33.4,2:04.0,2:14,2:14,44,130,133,11,--,--,activity_22211718814
1.5,Stile libero,1,25,0:31.1,2:35.1,2:05,2:05,42,137,147,11,--,--,activity_22211718814
1.6,Rana,1,25,0:35.3,3:10.4,2:21,2:21,46,144,149,11,--,--,activity_22211718814
